,beta,bias,gamma,kappa
0,0.6912529468536377,0.5757982730865479,4.07452392578125,0.14090190827846527
1,0.535619854927063,0.5509570240974426,4.137271404266357,0.09762905538082123
2,0.3369954824447632,0.6323888301849365,3.724687337875366,0.19025859236717224
3,0.6585714221000671,0.520211398601532,4.271452903747559,-0.019459381699562073
4,0.6564012765884399,0.5094428658485413,4.05796480178833,-0.009575225412845612
5,0.7821685075759888,0.49156904220581055,4.071671485900879,0.07602855563163757
6,0.8237302303314209,0.5299111604690552,4.399183750152588,0.02907489240169525
7,0.6795229315757751,0.5545285940170288,4.537945747375488,0.1202300488948822
8,0.8810445070266724,0.4616287350654602,4.222916126251221,0.22436626255512238
9,0.6527590155601501,0.5242423415184021,4.017796993255615,0.153707355260849
10,0.4133452773094177,0.5595746040344238,4.089478969573975,0.09629745781421661
11,0.6932162642478943,0.5006507039070129,4.178836822509766,0.14980709552764893
12,0.630736768245697,0.5835152268409729,4.027796745300293,0.20358654856681824
13,0.46630871295928955,0.6317417621612549,3.696059465408325,0.10363959521055222
14,0.4947396218776703,0.5506471395492554,4.370479583740234,-0.002875708043575287
15,0.7067877054214478,0.532878577709198,4.024796962738037,0.019467443227767944
16,0.4309161901473999,0.6052260398864746,4.263492584228516,0.1412484049797058
17,0.5711610913276672,0.5356721878051758,4.067309379577637,0.15895384550094604
18,0.5798525810241699,0.5818147659301758,4.222579002380371,0.04041112959384918
19,0.7062770128250122,0.47707974910736084,4.200795650482178,0.1894828975200653
20,0.4014502167701721,0.6020699143409729,3.8522472381591797,0.09862764179706573
21,0.39931994676589966,0.5679037570953369,4.130410671234131,0.17822694778442383
22,0.4622460603713989,0.5523103475570679,4.052049160003662,0.09364564716815948
23,0.7559774518013,0.4697965383529663,4.081800937652588,-0.0033828318119049072
24,0.7628912329673767,0.5566673874855042,4.358017921447754,0.018116280436515808
25,0.4000135362148285,0.5975411534309387,4.013296604156494,0.05476239323616028
26,0.5574902296066284,0.587383508682251,3.963961601257324,0.11797571927309036
27,0.4908410906791687,0.5554426312446594,4.149606227874756,0.0962957963347435
28,0.6516815423965454,0.5326134562492371,3.9152352809906006,0.12865830957889557
29,0.5833151340484619,0.5109444856643677,4.143686771392822,0.04498492181301117
30,0.557013750076294,0.6092743277549744,3.6807382106781006,0.12465740740299225
31,0.6077325940132141,0.5850021243095398,4.479584217071533,-0.018490202724933624
32,0.6250259280204773,0.5423384308815002,4.008092880249023,0.1673283576965332
33,0.3587115705013275,0.6384783983230591,4.201395511627197,0.11306039988994598
34,0.4635412096977234,0.5591012239456177,4.3099775314331055,-0.02662782371044159
35,0.5137066841125488,0.5371221899986267,4.029542922973633,0.09566399455070496
36,0.5775129795074463,0.5462357401847839,4.128812789916992,-0.03914150595664978
37,0.4733474850654602,0.6067681312561035,4.055205821990967,0.045868150889873505
38,0.5528601408004761,0.5424511432647705,4.125814437866211,0.09801795333623886
39,0.7307911515235901,0.5190672874450684,4.149062633514404,0.16992473602294922
40,0.6267828941345215,0.49529001116752625,4.271324157714844,0.18281280994415283
41,0.4599573612213135,0.6243652701377869,4.02239990234375,-0.005378708243370056
42,0.5925122499465942,0.5999317765235901,4.611624717712402,-0.051927149295806885
43,0.7151073217391968,0.503257155418396,4.056938171386719,0.1745600700378418
44,0.5558580160140991,0.5833172798156738,4.152276039123535,0.065660260617733
45,0.4577906131744385,0.554835855960846,4.052577972412109,0.03769230097532272
46,0.643349289894104,0.5205330848693848,4.1681437492370605,0.15876097977161407
47,0.4663688540458679,0.5498969554901123,3.866638660430908,0.11583757400512695
48,0.6598231196403503,0.48372530937194824,3.944963216781616,0.22387182712554932
49,0.379354864358902,0.6464560031890869,4.009979724884033,0.20796923339366913
50,0.514703094959259,0.5268036127090454,4.358268737792969,0.07029764354228973
51,0.9104098081588745,0.428861141204834,4.193467140197754,0.10759253799915314
52,0.8376747369766235,0.5195882320404053,4.119909763336182,0.10130024701356888
53,0.5651963353157043,0.5754117965698242,4.276007175445557,0.07469242811203003
54,0.7135035991668701,0.5541173815727234,4.37614631652832,0.010035857558250427
55,0.5070706605911255,0.572784423828125,3.9918553829193115,0.13896122574806213
56,0.7138478755950928,0.510361909866333,4.18223237991333,0.203865185379982
57,0.7838530540466309,0.4964417517185211,4.11678409576416,0.11105344444513321
58,0.47511184215545654,0.6012281775474548,3.82723331451416,0.13896217942237854
59,0.901229977607727,0.4631044566631317,4.068068027496338,0.10399362444877625
60,0.2276393175125122,0.6897772550582886,3.8643455505371094,0.057745352387428284
61,0.5103387832641602,0.5287908911705017,4.117480754852295,0.15890270471572876
62,0.7308906316757202,0.4653063416481018,4.391732215881348,0.09502589702606201
63,0.5292852520942688,0.5168348550796509,3.8367135524749756,0.21992658078670502
64,0.6693625450134277,0.5610758066177368,4.0214056968688965,0.1772053986787796
65,0.892899751663208,0.4596773087978363,4.503699779510498,0.17376817762851715
66,0.5253838300704956,0.5913118720054626,3.925236701965332,0.262382447719574
67,0.4758192300796509,0.5782877802848816,4.140986919403076,0.1131555363535881
68,0.5203298330307007,0.6049920916557312,3.9681766033172607,0.049335673451423645
69,0.6160826086997986,0.490497350692749,3.9686062335968018,0.09941577166318893
70,0.8016431927680969,0.5020921230316162,3.8606009483337402,0.1227492168545723
71,0.6231255531311035,0.5193465948104858,4.007667541503906,0.07664614915847778
72,0.3792836666107178,0.624561071395874,3.716062068939209,0.04689668491482735
73,0.7371839284896851,0.5492821335792542,4.27105712890625,0.07037606835365295
74,0.3775116801261902,0.6080891489982605,4.081279754638672,-0.03271746635437012
75,0.8462685346603394,0.47867050766944885,4.22448205947876,0.14302118122577667
76,0.5575776696205139,0.5571193695068359,4.41025447845459,0.09869859367609024
77,0.6022931933403015,0.5658127665519714,3.882301092147827,0.07822644710540771
78,0.5959017276763916,0.5056055784225464,4.107336044311523,0.212842658162117
79,0.7739453315734863,0.5741257071495056,4.051759243011475,0.07050466537475586
80,0.7116732597351074,0.4427970051765442,4.287612438201904,0.12700255215168
81,0.8811171650886536,0.5095155239105225,4.294398784637451,0.2725132703781128
82,0.6519487500190735,0.5703373551368713,4.123223304748535,0.09398005902767181
83,0.6377752423286438,0.5240411162376404,4.05689001083374,0.061482105404138565
84,0.42625540494918823,0.5639958381652832,4.057566165924072,0.11047843843698502
85,0.5557894706726074,0.5927849411964417,3.962158679962158,0.058620091527700424
86,0.705548882484436,0.4826620817184448,4.030604839324951,0.15932506322860718
87,0.4797099828720093,0.5462942719459534,4.104373931884766,0.043170150369405746
88,0.7096688151359558,0.49905192852020264,4.064635276794434,0.12562067806720734
89,0.72117680311203,0.5591995716094971,4.585537910461426,0.07554817944765091
90,1.0307068824768066,0.46367862820625305,4.363733291625977,0.0707039088010788
91,0.5698832273483276,0.5567764639854431,3.841007709503174,0.06301360577344894
92,0.8614357709884644,0.5060715675354004,4.026426315307617,0.22101560235023499
93,0.8898922204971313,0.4900614321231842,4.318129539489746,0.07635872066020966
94,0.6825891733169556,0.5076087117195129,4.240959167480469,0.1252157986164093
95,0.6512871980667114,0.5161214470863342,4.072513580322266,0.18369269371032715
96,0.6943511962890625,0.5063238143920898,4.055191516876221,0.24659469723701477
97,0.5848081707954407,0.5303738713264465,4.440861225128174,-0.028844863176345825
98,0.5843760967254639,0.5087199211120605,3.985889434814453,0.17097623646259308
99,0.5695942640304565,0.5108274817466736,4.271788120269775,0.03283827006816864
100,0.27930617332458496,0.6719667315483093,4.201208591461182,-0.006154954433441162
101,0.7113442420959473,0.5298078656196594,4.211482048034668,0.1487564593553543
102,0.5632708668708801,0.591435968875885,4.078747272491455,0.01679760217666626
103,0.7158983945846558,0.561083197593689,4.09934663772583,0.04068756103515625
104,0.47179609537124634,0.6206214427947998,4.015592098236084,-0.02754443883895874
105,0.5159375071525574,0.5656203031539917,4.284876823425293,0.1305074691772461
106,0.3953266739845276,0.5478537082672119,4.054887771606445,0.1441400647163391
107,0.5920749306678772,0.6192439794540405,4.0654072761535645,0.2936917543411255
108,0.5403751730918884,0.5086796879768372,4.493743419647217,0.12535879015922546
109,0.3880394399166107,0.5082242488861084,3.725705862045288,0.1734769642353058
110,0.3700089454650879,0.558456301689148,3.8889927864074707,0.02207571268081665
111,0.6606781482696533,0.5109483599662781,4.028831958770752,0.05156112089753151
112,0.6997336149215698,0.5492002367973328,4.211775779724121,0.07970365881919861
113,0.5473313927650452,0.5550832152366638,4.122065544128418,0.19481083750724792
114,0.5579566359519958,0.5737941861152649,4.1700358390808105,0.028247952461242676
115,0.5542361736297607,0.5567706227302551,4.247640609741211,0.06826543807983398
116,0.5378258228302002,0.5462965369224548,3.923623561859131,0.19478446245193481
117,0.6155052185058594,0.5585881471633911,4.215497016906738,0.025345176458358765
118,0.4011334776878357,0.6016718745231628,4.2212677001953125,0.0351523831486702
119,0.7874304056167603,0.45313191413879395,4.268780708312988,0.009780988097190857
120,0.5414940714836121,0.5564566850662231,4.142560005187988,0.09055677056312561
121,0.518894374370575,0.582025408744812,4.279354572296143,-0.007350362837314606
122,0.7284853458404541,0.49801215529441833,3.813730239868164,0.14708629250526428
123,0.9338379502296448,0.4308528006076813,4.201201915740967,0.1325361430644989
124,0.5318837761878967,0.58214271068573,4.015829086303711,-0.03307311236858368
125,0.6812931299209595,0.5300493836402893,4.240206718444824,0.21032267808914185
126,0.3907434642314911,0.5810689926147461,3.947495222091675,0.006126053631305695
127,0.6078851819038391,0.4714691638946533,4.076101303100586,0.04636581242084503
128,0.4951231777667999,0.5139232873916626,4.116669178009033,0.0529625341296196
129,0.5397120118141174,0.5263537168502808,4.383454322814941,0.07520359754562378
130,0.5560828447341919,0.6476091742515564,4.176319122314453,-0.0039027780294418335
131,0.6497884392738342,0.47989457845687866,4.295017719268799,0.11022830009460449
132,0.8784856796264648,0.5312148928642273,4.047266960144043,0.01910289376974106
133,0.5544567704200745,0.5281144380569458,3.8765759468078613,0.21504570543766022
134,0.4472128748893738,0.5513826012611389,4.11787223815918,0.17269465327262878
135,0.7471697330474854,0.4408104717731476,4.218410968780518,0.14442433416843414
136,0.6769071817398071,0.5341229438781738,4.174941539764404,0.0295373797416687
137,0.6801174879074097,0.6026010513305664,4.111010551452637,0.05895063281059265
138,0.6788002252578735,0.5932567715644836,4.074372291564941,0.039085425436496735
139,0.7780055999755859,0.5140910148620605,4.075953006744385,0.11416357010602951
140,0.3664717674255371,0.6814990639686584,4.351847171783447,0.04108162969350815
141,0.7710689902305603,0.5233063101768494,4.06410551071167,0.16611695289611816
142,0.4794447720050812,0.6031622290611267,3.8197269439697266,0.04806866496801376
143,0.8466894626617432,0.5076398253440857,4.167575836181641,0.1779329925775528
144,0.5695518851280212,0.5181488990783691,4.05411958694458,0.06569546461105347
145,0.6029038429260254,0.5864379405975342,3.8457651138305664,0.17897289991378784
146,0.5721973180770874,0.53976970911026,4.0416951179504395,0.06097150966525078
147,0.6262608170509338,0.5594919919967651,3.9897754192352295,0.2251656949520111
148,0.759719729423523,0.47247573733329773,4.221482276916504,0.18282335996627808
149,0.3985558748245239,0.5625066161155701,3.8914871215820312,0.0318305641412735
150,0.601065456867218,0.4785043001174927,4.304473876953125,0.04621044918894768
151,0.5055005550384521,0.5248522162437439,4.235465049743652,0.10962731391191483
152,0.6238518953323364,0.5542250275611877,4.291811466217041,0.07587652653455734
153,0.643428385257721,0.4560479521751404,4.060221195220947,0.016234636306762695
154,0.4080323576927185,0.5713856220245361,3.7676219940185547,0.01962355524301529
155,0.7800318002700806,0.511266827583313,4.185324192047119,0.22661951184272766
156,0.5823419094085693,0.5416688323020935,3.7489981651306152,0.13907010853290558
157,0.6159668564796448,0.5654873847961426,4.484999656677246,0.05002683028578758
158,0.47403448820114136,0.5017563700675964,3.985050678253174,0.1562776267528534
159,0.5994670987129211,0.5642600655555725,4.44155216217041,0.14165498316287994
160,0.6108713746070862,0.5122758150100708,4.339939117431641,0.13347171247005463
161,0.5191121101379395,0.6311570405960083,4.29047155380249,0.032809771597385406
162,0.5380052328109741,0.5096539258956909,3.8399839401245117,0.1202961802482605
163,0.6083145141601562,0.5482367873191833,4.096806526184082,0.21258893609046936
164,0.49129238724708557,0.5587204098701477,4.22764778137207,0.014365404844284058
165,0.34391966462135315,0.6551477313041687,4.269142150878906,0.07911719381809235
166,0.4854707717895508,0.5767664313316345,4.220423221588135,0.004742071032524109
167,0.5937521457672119,0.5476801991462708,4.002018928527832,0.19762346148490906
168,0.3294050395488739,0.5888531804084778,3.9501185417175293,0.20868724584579468
169,0.7005699872970581,0.47692376375198364,4.3129777908325195,-0.03024125099182129
170,0.7067273259162903,0.49146533012390137,4.155247688293457,0.08792678266763687
171,0.5373722314834595,0.585390567779541,4.085115432739258,0.16548898816108704
172,0.531334638595581,0.5309542417526245,4.025468826293945,0.026018500328063965
173,0.3077447712421417,0.6338009238243103,4.286800861358643,0.010373257100582123
174,0.9555966258049011,0.46357637643814087,4.299091815948486,0.2393617331981659
175,0.49214839935302734,0.5767441391944885,4.369239330291748,-0.028794288635253906
176,0.5851022005081177,0.5794715881347656,4.339602947235107,0.16151827573776245
177,0.6758827567100525,0.5258840322494507,4.221285820007324,0.017395056784152985
178,0.6794493794441223,0.4896533489227295,4.274372577667236,0.20315758883953094
179,0.5900619626045227,0.5257984399795532,3.892667055130005,0.1298740655183792
180,0.4535970389842987,0.6302871704101562,4.158487796783447,0.03308551013469696
181,0.4596877098083496,0.5916818380355835,4.231235504150391,0.018826499581336975
182,0.2799120843410492,0.6343687176704407,3.8878066539764404,0.04356454312801361
183,0.7064234018325806,0.5371533632278442,4.158953666687012,0.198248952627182
184,0.397077351808548,0.5311827659606934,3.942681312561035,0.185365229845047
185,0.7147731184959412,0.5194573402404785,4.101705551147461,0.18082302808761597
186,0.5342893600463867,0.5248221755027771,4.164652347564697,0.1398148238658905
187,0.65561443567276,0.5373360514640808,4.403470516204834,0.1167667806148529
188,0.8586986064910889,0.4698566198348999,4.297122001647949,0.08111467957496643
189,0.5169076323509216,0.6178460717201233,4.102076053619385,0.02562227100133896
190,0.8604928255081177,0.4505627751350403,4.109541893005371,0.12489628791809082
191,0.5189887881278992,0.5779798030853271,4.352189064025879,-0.08085295557975769
192,0.5381094813346863,0.5304656028747559,4.008970260620117,0.10793349146842957
193,0.71125727891922,0.5115195512771606,4.115447521209717,0.11644593626260757
194,0.7614588737487793,0.4460884928703308,4.3150129318237305,0.1474887877702713
195,0.7103032469749451,0.530475914478302,3.769375801086426,0.13625547289848328
196,0.6954899430274963,0.49387839436531067,4.227211952209473,0.10336481779813766
197,0.7963129281997681,0.5049046874046326,4.166224479675293,0.05609491094946861
198,0.5628589391708374,0.5933879613876343,4.11268949508667,0.1298522800207138
199,0.6223024725914001,0.5459900498390198,4.106201171875,0.13291557133197784
200,0.7647808790206909,0.48037365078926086,4.144771099090576,0.13253888487815857
201,0.7056125402450562,0.5131021738052368,4.186929225921631,0.05657537281513214
202,0.5857114791870117,0.6091219782829285,4.331167697906494,0.11496530473232269
203,0.6515700817108154,0.5177865624427795,4.153356075286865,0.03517724573612213
204,0.44723087549209595,0.5828922986984253,4.1479082107543945,0.04007373005151749
205,0.7931222915649414,0.454341322183609,4.2098822593688965,0.09542300552129745
206,0.8236119747161865,0.5184277296066284,3.5037875175476074,0.1301904320716858
207,0.4904037415981293,0.6393406391143799,4.017663478851318,0.14456351101398468
208,0.4413911700248718,0.5811799168586731,3.830338478088379,0.2238982617855072
209,0.629562497138977,0.6102839112281799,4.314033031463623,0.12345856428146362
210,0.4904901385307312,0.5921233296394348,4.024861812591553,0.18528907001018524
211,0.6507575511932373,0.4956551492214203,3.81075382232666,0.15496742725372314
212,0.6079279184341431,0.5303127765655518,4.244237899780273,0.030724748969078064
213,0.7600415945053101,0.5129903554916382,4.324162006378174,0.1921423375606537
214,0.6231201887130737,0.5350592732429504,4.4023613929748535,-0.010015226900577545
215,0.8339817523956299,0.4568116068840027,4.369619846343994,0.14115405082702637
216,0.5838963985443115,0.5674923062324524,4.153146743774414,0.010506823658943176
217,0.8742059469223022,0.420163094997406,4.5507283210754395,0.19164738059043884
218,0.5283189415931702,0.5234853625297546,4.0121002197265625,0.209136500954628
219,0.2972199022769928,0.6339633464813232,4.413860321044922,0.1153222844004631
220,0.3735031485557556,0.6302374601364136,3.9891116619110107,0.0611969530582428
221,0.5343677997589111,0.6111942529678345,4.200315475463867,0.04850119352340698
222,0.6062769293785095,0.5204690098762512,4.0011820793151855,0.0573529489338398
223,0.6926748752593994,0.5278113484382629,3.993790864944458,0.1385023593902588
224,0.5519874095916748,0.5648119449615479,4.168026924133301,0.13434025645256042
225,0.7048985958099365,0.5350950360298157,4.239180564880371,0.027829766273498535
226,0.4494544267654419,0.5967499017715454,3.942110300064087,0.2578815519809723
227,0.5993983149528503,0.5461956262588501,4.494540214538574,0.13159780204296112
228,0.8680523633956909,0.4900740683078766,4.37874698638916,0.059129297733306885
229,0.48491960763931274,0.5671045780181885,4.287285804748535,-0.028622835874557495
230,0.5669346451759338,0.5838906168937683,3.846064329147339,0.20681780576705933
231,0.6012994050979614,0.5211427807807922,4.151459693908691,0.15575236082077026
232,0.7118328809738159,0.4782402217388153,4.24720573425293,0.09834867715835571
233,0.7987244725227356,0.4997745156288147,4.335933208465576,0.017703622579574585
234,0.48599931597709656,0.5454699993133545,4.081329345703125,0.1434067338705063
235,0.6480526924133301,0.6224960088729858,3.9490528106689453,0.13048627972602844
236,0.6335217952728271,0.5065869092941284,4.099407196044922,-0.03966215252876282
237,0.5606409907341003,0.5857394933700562,4.075394153594971,0.01757422834634781
238,0.49312034249305725,0.5624834895133972,3.6274821758270264,0.07957857102155685
239,0.5711692571640015,0.5879659652709961,4.124072074890137,0.008840382099151611
240,0.4081065356731415,0.5902758240699768,4.340126037597656,0.15102802217006683
241,0.4834303557872772,0.5473765730857849,4.274280548095703,0.04168405756354332
242,0.6308544874191284,0.556782603263855,4.269739151000977,-0.03278553485870361
243,0.30938103795051575,0.627463161945343,4.14818000793457,0.09842430055141449
244,0.5490996241569519,0.5522359013557434,4.097187042236328,0.0022632628679275513
245,0.8092618584632874,0.4810281991958618,3.8252580165863037,0.17999759316444397
246,0.5709922313690186,0.5406951308250427,4.279970645904541,-0.00813543051481247
247,0.31238114833831787,0.5604270100593567,4.168981075286865,0.12308556586503983
248,0.38258206844329834,0.5705359578132629,4.1305155754089355,-0.020403355360031128
249,0.5224504470825195,0.5061955451965332,4.244254112243652,0.1391264796257019
250,0.588594913482666,0.5000235438346863,4.246533393859863,0.12732647359371185
251,0.5324779152870178,0.5581316947937012,3.9791929721832275,0.09449022263288498
252,0.4436694383621216,0.6177783012390137,4.011294364929199,0.11130890250205994
253,0.6072248816490173,0.5688496232032776,4.2145891189575195,0.19391100108623505
254,0.9160916805267334,0.4376046061515808,4.154231071472168,0.14776527881622314
255,0.5375597476959229,0.5766115188598633,4.068670749664307,0.043277472257614136
256,0.5243713855743408,0.5383965969085693,4.193004608154297,0.09119107574224472
257,0.8120109438896179,0.458942174911499,4.192931652069092,0.07248514890670776
258,0.5113556385040283,0.4945467710494995,3.962702989578247,0.10084627568721771
259,0.4522467851638794,0.587317943572998,3.8689117431640625,0.1903536170721054
260,0.7716845273971558,0.5099971294403076,3.9161908626556396,0.16385237872600555
261,0.9646239280700684,0.46410730481147766,4.038665294647217,0.06506584584712982
262,0.40788722038269043,0.647284984588623,4.103183269500732,0.11312475800514221
263,0.4488917589187622,0.5872523188591003,4.129908084869385,0.18598315119743347
264,0.528870165348053,0.5087966322898865,4.266990661621094,0.12264756858348846
265,0.5540221929550171,0.5159748196601868,3.7702600955963135,0.17088255286216736
266,0.6304485201835632,0.5672039985656738,3.7871944904327393,-0.08759017288684845
267,0.42193275690078735,0.525886058807373,4.294857978820801,0.13358882069587708
268,0.42791521549224854,0.5810333490371704,4.174369812011719,-0.011785261332988739
269,0.7486947178840637,0.48799416422843933,4.104419708251953,0.19907324016094208
270,0.7988282442092896,0.5724928379058838,4.058951377868652,0.039529845118522644
271,0.6268333792686462,0.6106711030006409,4.031574249267578,0.04916634410619736
272,0.5341619253158569,0.5850226879119873,4.391139030456543,-0.027322083711624146
273,0.5733943581581116,0.571595311164856,4.107859134674072,0.10880699008703232
274,0.7504541277885437,0.5072940587997437,3.9869790077209473,0.14536212384700775
275,0.617060124874115,0.5393279790878296,4.54441499710083,-0.10472738742828369
276,0.5220534801483154,0.5427406430244446,3.7509164810180664,0.14857380092144012
277,0.40780478715896606,0.6261849403381348,4.347641468048096,0.1176261380314827
278,0.6713040471076965,0.5250853300094604,4.243397235870361,0.02691042423248291
279,0.6479880809783936,0.564866304397583,3.8955183029174805,0.0028514117002487183
280,0.9762744903564453,0.4161137342453003,4.313884735107422,0.20963901281356812
281,0.5498195886611938,0.5694279670715332,4.383950710296631,0.05515670403838158
282,0.40887027978897095,0.5679841041564941,3.537874221801758,0.10089925676584244
283,0.5838395357131958,0.5754982233047485,4.180917739868164,0.08149859309196472
284,0.6152280569076538,0.5675770044326782,4.259298324584961,-0.008651450276374817
285,0.69029700756073,0.5587599277496338,4.058047294616699,0.207594633102417
286,0.604926586151123,0.4833579659461975,3.9521756172180176,0.14271284639835358
287,0.5354418754577637,0.5125676989555359,4.098802089691162,0.10639377683401108
288,0.6068134307861328,0.5686201453208923,4.117616176605225,0.14489707350730896
289,0.4491995573043823,0.5993732810020447,4.018425464630127,0.26275432109832764
290,0.49459466338157654,0.5763972997665405,4.139221668243408,-0.025404974818229675
291,0.6506447196006775,0.4826470613479614,4.2353291511535645,0.19961991906166077
292,0.42535102367401123,0.5771839022636414,3.8785364627838135,0.1388298124074936
293,0.39996272325515747,0.6043389439582825,4.096761226654053,-0.022510379552841187
294,0.8156387805938721,0.5244334936141968,4.422370433807373,0.012697376310825348
295,0.41999930143356323,0.6111037731170654,3.9524636268615723,0.0375395268201828
296,0.4482194781303406,0.5840538740158081,4.106251239776611,0.03408762812614441
297,0.6491285562515259,0.4739261269569397,4.0221991539001465,0.04195191711187363
298,0.47660285234451294,0.6032475233078003,4.058448791503906,0.1350201517343521
299,0.46189719438552856,0.6503052115440369,4.540799617767334,-0.03534296154975891
300,0.8212018013000488,0.4900157153606415,4.012354373931885,0.07725992798805237
301,0.6455957889556885,0.5046442747116089,4.155200958251953,-0.06009270250797272
302,0.5738195180892944,0.563098132610321,3.9526708126068115,0.27043208479881287
303,0.5659653544425964,0.5695177316665649,4.028954982757568,0.07159653306007385
304,0.7116448283195496,0.5151894092559814,4.375566482543945,-0.021900102496147156
305,0.5352334976196289,0.5174210071563721,4.23792839050293,0.13117650151252747
306,0.42231297492980957,0.5902884602546692,4.096704006195068,0.018504254519939423
307,0.43809300661087036,0.6122204065322876,4.168769359588623,0.16217997670173645
308,0.4050524830818176,0.6048697829246521,3.910201072692871,0.19881051778793335
309,0.7370157241821289,0.4745132327079773,4.037328720092773,0.12386474013328552
310,0.5301902294158936,0.5792747735977173,3.8567142486572266,0.2152078002691269
311,0.3378830850124359,0.5858352184295654,4.062069892883301,0.09913106262683868
312,0.6916453838348389,0.5100380182266235,4.258932113647461,0.05816976726055145
313,0.7072279453277588,0.5820344686508179,4.241967678070068,0.08429088443517685
314,0.7769222855567932,0.4714852571487427,4.245674133300781,0.09437994658946991
315,0.6294888854026794,0.5877934098243713,4.368664264678955,0.09382523596286774
316,0.47897830605506897,0.6329604387283325,4.233574390411377,-0.0035930946469306946
317,0.5548056364059448,0.4861100912094116,4.049984931945801,0.04540330171585083
318,0.5549950003623962,0.5045828819274902,4.216188907623291,0.13699303567409515
319,0.6365000009536743,0.5822427868843079,4.081069469451904,0.09592335671186447
320,0.4676951766014099,0.5633059740066528,4.241484642028809,0.06199480593204498
321,0.6223779320716858,0.5509392619132996,3.939462423324585,0.15497605502605438
322,0.5776413679122925,0.5538856983184814,4.241721153259277,0.0410102978348732
323,0.8011242747306824,0.4656124413013458,4.216384410858154,0.15289700031280518
324,0.5034326314926147,0.6224096417427063,3.9912383556365967,0.017272546887397766
325,0.5309863686561584,0.5850513577461243,4.247860431671143,-0.07519806921482086
326,0.6840935349464417,0.5181305408477783,4.317196846008301,0.12689444422721863
327,0.5272213220596313,0.5764191150665283,3.784573554992676,0.12490221858024597
328,0.8731006979942322,0.4809536039829254,4.298463821411133,0.16325150430202484
329,0.32763028144836426,0.670939564704895,3.847031593322754,-0.035205185413360596
330,0.5503152012825012,0.5875919461250305,4.2061567306518555,0.04595985263586044
331,0.790880024433136,0.4822656512260437,4.017599582672119,0.17744894325733185
332,0.6266931891441345,0.5159882307052612,4.31555700302124,0.02875613421201706
333,0.4551403522491455,0.5238360166549683,3.6536147594451904,0.2235286682844162
